label,model_id,display,scope,scope_value,population,metric,stat,value
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,zeros_for_failed,relationship_f1,micro_f1,0.7290201342281879
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,zeros_for_failed,relationship_f1,macro_precision,0.8067294142546194
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,zeros_for_failed,relationship_f1,macro_recall,0.8110059756565484
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,zeros_for_failed,relationship_f1,macro_f1,0.8076580415538036
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,zeros_for_failed,relationship_f1,n,1000
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,chrf,micro,66.7301605499756
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,chrf,macro,70.02139468456255
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,zeros_for_failed,chrf,micro,64.32132326525972
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,zeros_for_failed,chrf,macro,67.78071005465655
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,gap,element_f1,micro_f1,0.024851847168922525
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,gap,element_f1,macro_f1,0.030551842848696054
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,gap,relationship_f1,micro_f1,0.019367673741828018
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,gap,relationship_f1,macro_f1,0.02566638153896872
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,gap,chrf,micro,2.4088372847158723
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,gap,chrf,macro,2.2406846299059993
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,type_accuracy,accuracy,0.9381768064579642
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,type_accuracy,matched,5139
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,type_accuracy,correct,4765
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,type_accuracy,excluded,60
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,type_accuracy,denominator,5079
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,overall,,compiled_only,type_accuracy,n_compiled,968
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,,csr,csr,0.958
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,,csr,compiled,479
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,,csr,n,500
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,element_f1,micro_precision,0.9519395811877789
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,element_f1,micro_recall,0.9581893572909468
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,element_f1,micro_f1,0.9550542448768727
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,element_f1,macro_precision,0.9546284507637578
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,element_f1,macro_recall,0.9578346859603367
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,element_f1,macro_f1,0.9555742379316904
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,element_f1,n,479
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,element_f1,micro_precision,0.9519395811877789
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,element_f1,micro_recall,0.88736
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,element_f1,micro_f1,0.9185160649221598
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,element_f1,macro_precision,0.91453405583168
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,element_f1,macro_recall,0.9176056291500025
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,element_f1,macro_f1,0.9154401199385594
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,element_f1,n,500
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,relationship_f1,micro_precision,0.6758672137262216
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,relationship_f1,micro_recall,0.6804355989485542
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,relationship_f1,micro_f1,0.6781437125748503
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,relationship_f1,macro_precision,0.8058611613573047
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,relationship_f1,macro_recall,0.8071389796231414
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,relationship_f1,macro_f1,0.8049302192501022
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,relationship_f1,n,479
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,relationship_f1,micro_precision,0.6758672137262216
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,relationship_f1,micro_recall,0.6267727429955033
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,relationship_f1,micro_f1,0.6503948312993539
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,relationship_f1,macro_precision,0.7740149925802978
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,relationship_f1,macro_recall,0.7752391424789695
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,relationship_f1,macro_f1,0.7731231500415979
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,relationship_f1,n,500
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,chrf,macro,74.35450601940867
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,zeros_for_failed,chrf,macro,71.2316167665935
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,gap,element_f1,micro_f1,0.03653817995471298
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,gap,element_f1,macro_f1,0.040134117993130936
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,gap,relationship_f1,micro_f1,0.02774888127549635
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,gap,relationship_f1,macro_f1,0.03180706920850429
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,gap,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,gap,chrf,macro,3.1228892528151704
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,type_accuracy,accuracy,0.9657206044968669
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,type_accuracy,matched,2773
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,type_accuracy,correct,2620
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,type_accuracy,excluded,60
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,type_accuracy,denominator,2713
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,class,compiled_only,type_accuracy,n_compiled,479
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,,csr,csr,0.978
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,,csr,compiled,489
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,,csr,n,500
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,element_f1,micro_precision,0.9318629381646317
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,element_f1,micro_recall,0.9267528397963181
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,element_f1,micro_f1,0.9293008641005499
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,element_f1,macro_precision,0.9524961044809476
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,element_f1,macro_recall,0.957399942973743
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,element_f1,macro_f1,0.9539328961222381
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,element_f1,n,489
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,element_f1,micro_precision,0.9318629381646317
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,element_f1,micro_recall,0.9040886511272449
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,element_f1,micro_f1,0.9177657098525989
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,element_f1,macro_precision,0.9315411901823667
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,element_f1,macro_recall,0.9363371442283207
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,element_f1,macro_f1,0.9329463724075489
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,element_f1,n,500
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,relationship_f1,micro_precision,0.7648686030428768
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,relationship_f1,micro_recall,0.7910044500953591
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,relationship_f1,micro_f1,0.777717009141339
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,relationship_f1,macro_precision,0.8583270306021891
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,relationship_f1,macro_recall,0.8658208679285556
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,relationship_f1,macro_f1,0.8611379683701527
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,relationship_f1,n,489
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,relationship_f1,micro_precision,0.7648686030428768
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,relationship_f1,micro_recall,0.7603116406966086
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,relationship_f1,micro_f1,0.7625833141806482
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,relationship_f1,macro_precision,0.8394438359289409
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,relationship_f1,macro_recall,0.8467728088341274
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,relationship_f1,macro_f1,0.8421929330660094
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,relationship_f1,n,500
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,chrf,macro,65.77689503345562
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,zeros_for_failed,chrf,macro,64.3298033427196
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,gap,element_f1,micro_f1,0.01153515424795104
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,gap,element_f1,macro_f1,0.02098652371468923
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,gap,relationship_f1,micro_f1,0.015133694960690836
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,gap,relationship_f1,macro_f1,0.018945035304143265
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,gap,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,gap,chrf,macro,1.4470916907360163
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,type_accuracy,accuracy,0.9065934065934066
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,type_accuracy,matched,2366
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,type_accuracy,correct,2145
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,type_accuracy,excluded,0
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,type_accuracy,denominator,2366
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,type,sequence,compiled_only,type_accuracy,n_compiled,489
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,,csr,csr,0.992
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,,csr,compiled,248
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,,csr,n,250
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,element_f1,micro_precision,0.9615384615384616
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,element_f1,micro_recall,0.9782608695652174
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,element_f1,micro_f1,0.9698275862068965
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,element_f1,macro_precision,0.9614247311827957
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,element_f1,macro_recall,0.9682795698924731
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,element_f1,macro_f1,0.9637992831541218
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,element_f1,n,248
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,element_f1,micro_precision,0.9615384615384616
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,element_f1,micro_recall,0.9712230215827338
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,element_f1,micro_f1,0.9663564781675018
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,element_f1,macro_precision,0.9537333333333333
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,element_f1,macro_recall,0.9605333333333334
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,element_f1,macro_f1,0.9560888888888889
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,element_f1,n,250
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,relationship_f1,micro_precision,0.9367429340511441
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,relationship_f1,micro_recall,0.9573590096286108
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,relationship_f1,micro_f1,0.9469387755102041
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,relationship_f1,macro_precision,0.939232910906298
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,relationship_f1,macro_recall,0.9395353302611367
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,relationship_f1,macro_f1,0.939322516641065
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,relationship_f1,n,248
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,relationship_f1,micro_precision,0.9367429340511441
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,relationship_f1,micro_recall,0.9508196721311475
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,relationship_f1,micro_f1,0.943728813559322
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,relationship_f1,macro_precision,0.9317190476190477
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,relationship_f1,macro_recall,0.9320190476190475
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,relationship_f1,macro_f1,0.9318079365079365
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,relationship_f1,n,250
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,chrf,macro,71.5736987760616
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,zeros_for_failed,chrf,macro,71.00110918585311
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,gap,element_f1,micro_f1,0.0034711080393946547
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,gap,element_f1,macro_f1,0.0077103942652329005
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,gap,relationship_f1,micro_f1,0.0032099619508820787
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,gap,relationship_f1,macro_f1,0.007514580133128557
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,gap,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,gap,chrf,macro,0.5725895902084943
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,type_accuracy,accuracy,0.9746646795827124
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,type_accuracy,matched,675
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,type_accuracy,correct,654
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,type_accuracy,excluded,4
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,type_accuracy,denominator,671
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,1,compiled_only,type_accuracy,n_compiled,248
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,,csr,csr,0.972
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,,csr,compiled,243
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,,csr,n,250
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,element_f1,micro_precision,0.9755409219190969
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,element_f1,micro_recall,0.9838709677419355
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,element_f1,micro_f1,0.9796882380727444
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,element_f1,macro_precision,0.9748285322359396
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,element_f1,macro_recall,0.9789437585733882
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,element_f1,macro_f1,0.9763962375073486
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,element_f1,n,243
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,element_f1,micro_precision,0.9755409219190969
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,element_f1,micro_recall,0.9592969472710453
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,element_f1,micro_f1,0.9673507462686567
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,element_f1,macro_precision,0.9475333333333333
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,element_f1,macro_recall,0.9515333333333333
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,element_f1,macro_f1,0.9490571428571428
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,element_f1,n,250
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,relationship_f1,micro_precision,0.8849431818181818
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,relationship_f1,micro_recall,0.8919112383679313
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,relationship_f1,micro_f1,0.8884135472370766
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,relationship_f1,macro_precision,0.9041045260181063
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,relationship_f1,macro_recall,0.9051668200542564
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,relationship_f1,macro_f1,0.9036185847335159
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,relationship_f1,n,243
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,relationship_f1,micro_precision,0.8849431818181818
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,relationship_f1,micro_recall,0.8719384184744576
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,relationship_f1,micro_f1,0.8783926683115967
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,relationship_f1,macro_precision,0.8827895992895993
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,relationship_f1,macro_recall,0.8838221490927373
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,relationship_f1,macro_f1,0.8823172643609775
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,relationship_f1,n,250
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,chrf,macro,71.97174501036083
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,zeros_for_failed,chrf,macro,69.95653615007073
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,gap,element_f1,micro_f1,0.012337491804087719
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,gap,element_f1,macro_f1,0.027339094650205786
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,gap,relationship_f1,micro_f1,0.01002087892547987
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,gap,relationship_f1,macro_f1,0.0213013203725384
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,gap,chrf,micro,
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,gap,chrf,macro,2.0152088602901017
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,type_accuracy,accuracy,0.9411187438665358
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,type_accuracy,matched,1037
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,type_accuracy,correct,959
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,type_accuracy,excluded,18
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,type_accuracy,denominator,1019
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,2,compiled_only,type_accuracy,n_compiled,243
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,3,,csr,csr,0.964
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,3,,csr,compiled,241
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,3,,csr,n,250
supplementary,claude-sonnet-4-6,Claude Sonnet 4.6,tier,3,compiled_only,element_f1,micro_precision,0.9503843466107617
